Latejami
N,V,A,D,C
0-n,P-s,P-d,P/F-s,P/F-d,AP-s,AP-d,AP/F-s,AP/F-d,A/P-s,A/P-d,A/P/F-s,A/P/F-d,F-s,F-d,F/P-s,F/P-d
bacala,V,AP-s,"reproduce, have offspring",cala,MODIFIED,,533
dincala,V,AP-s,sing,cala,MODIFIED,,1145;ERGANE:18806
jincala,V,AP-s,"bow (down), kowtow, make obeisance",cala,MODIFIED,,1225
byutincala,V,AP-s,"camp (out), go camping",cala,MODIFIED,,1790
jacala,V,AP-s,"trade, deal, traffic, do business, buy and sell",cala,MODIFIED,,752;ERGANE:29504
jacalenvi,N,P-s,"transaction, deal, business deal",jacala,CHANGED,,2884
jacalinki,N,P-s,"commerce, trade, business",jacala,CHANGED,,2885
fecala,V,AP-s,"cook, prepare food using heat",cala,MODIFIED,,705;ERGANE:22385
ducala,V,AP-s,"run [for political office], campaign",cala,MODIFIED,,693
kicala,V,AP-s,"gaze, stare",cala,MODIFIED,,840;ERGANE:37650
kokicala,V,AP-s,"examine, inspect, review",kicala,MODIFIED,,2620
kokicalinza,V,AP/F-s,"examine, inspect, review",kokicala,SUFFIXED,,4054
fikicala,V,AP-s,"read, understand the meaning of written symbols",kicala,MODIFIED,,2523
binkicala,V,AP-s,"film, record with a motion picture camera",kicala,MODIFIED,,2756
tikicala,V,AP-s,"track, stalk, trace, trail",kicala,MODIFIED,,2673
bukicala,V,AP-s,"supervise, oversee, superintend",kicala,MODIFIED,,2450
kakicala,V,AP-s,"investigate, look into, probe, inquire",kicala,MODIFIED,,2590
kakicalenvi,N,P-s,"investigation, inquiry, probe",kakicala,CHANGED,,4051
kunkicala,V,AP-s,"spy, do espionage",kicala,MODIFIED,,2946;ERGANE:41330
boycala,V,AP-s,"plant, sow",cala,MODIFIED,,1043
tacala,V,AP-s,"practice, train, drill, exercise",cala,MODIFIED,,879
jicala,V,AP-s,climb,cala,MODIFIED,,769
kawcala,V,AP-s,"jump, leap, spring, vault, bound",cala,MODIFIED,,1247;ERGANE:38539
facala,V,AP-s,"travel, journey, voyage, make a trip",cala,MODIFIED,,700;ERGANE:47094
tifacala,V,AP-s,"flee, run away from",facala,MODIFIED,,2669
ducali,N,AP-s,"candidate, campaigner, one who runs for public office",cala,CHANGED,,694
xoncala,V,AP-s,cheat,cala,MODIFIED,,1351
dayxoncala,V,AP-s,"compromise, meet halfway, make concessions",xoncala,MODIFIED,,3054
dencala,V,AP-s,"pray, worship",cala,MODIFIED,,1140
fawcala,V,AP-s,"sacrifice, do without, make sacrifices",cala,MODIFIED,,1178
kuncala,V,AP-s,"plot, scheme, intrigue, conspire, connive",cala,MODIFIED,,1277
dacala,V,AP-s,"fly, keep oneself airborne and moving",cala,MODIFIED,,654;ERGANE:13301
dacalasa,V,A/P-s,"fly [an aircraft], pilot",dacala,SUFFIXED,,2482
tedacala,V,AP-s,"whistle, make a shrill sound",dacala,MODIFIED,,2660;ERGANE:40140
fedacala,V,AP-s,smoke [use tobacco],dacala,MODIFIED,,2511
zocala,V,AP-s,"fight, brawl, struggle",cala,MODIFIED,,1002;ERGANE:17569
kuzocala,V,AP-s,riot,zocala,MODIFIED,,2640
duzocala,V,AP-s,"revolt, rebel",zocala,MODIFIED,,2501
duzocali,N,AP-s,"rebel, insurgent, revolutionary",zocala,CHANGED,,2502;ERGANE:37563
duzocalenvi,N,P-s,"rebellion, uprising, insurrection/insurgency, revolution",duzocali,SUFFIXED,,4046
cucala,V,AP-s,"crawl, creep",cala,MODIFIED,,640
jucala,V,AP-s,"wait, abide, bide one's time, mark time",cala,MODIFIED,,800
jejucala,V,AP-s,"foretell, soothsay, prophesy, tell the future",jucala,MODIFIED,,2552
jucalinza,V,AP/F-s,"wait for, await",jucala,SUFFIXED,,2904
tecala,V,AP-s,"speak (publicly), give or deliver a speech",cala,MODIFIED,,886
tecalenvi,N,P-s,"speech, talk, address, oration",tecala,CHANGED,,2969
tencala,V,AP-s,"follow, tail",cala,MODIFIED,,1306
twacala,V,AP-s,"sew, stitch, tailor",cala,MODIFIED,,1326;ERGANE:22343
zuncala,V,AP-s,"perform, act, play",cala,MODIFIED,,1388
twazuncala,V,AP-s,"model, display clothing, etc",zuncala,MODIFIED,,3133;ERGANE:28115
zicala,V,AP-s,"draw, sketch, delineate",cala,MODIFIED,,992
dayzicala,V,AP-s,"translate, interpret",zicala,MODIFIED,,2826;ERGANE:44261
tizicala,V,AP-s,"chase, pursue, give chase, go after",zicala,MODIFIED,,2675;ERGANE:34451
docala,V,AP-s,"vote, cast a vote",cala,MODIFIED,,683
zecala,V,AP-s,walk,cala,MODIFIED,,980
zozecala,V,AP-s,"march, walk like a soldier in formation",zecala,MODIFIED,,2723
tizecala,V,AP-s,"run, sprint, bound",zecala,MODIFIED,,2674;ERGANE:22812
xezecala,V,AP-s,"demonstrate, protest publicly",zecala,MODIFIED,,2692
dinzecala,V,AP-s,dance,zecala,MODIFIED,,2836;ERGANE:7117
dwezecala,V,AP-s,"race, compete by running",zecala,MODIFIED,,2850
jecala,V,AP-s,"react, respond",cala,MODIFIED,,763
cale,D,AP-s,"trying, attempting",cala,CHANGED,,486
zencale,D,AP-s,"together, jointly",cale,MODIFIED,,2379;ERGANE:22511
jaycala,V,AP-s,dig,cala,MODIFIED,,1216
cincala,V,AP-s,"bathe, take a bath",cala,MODIFIED,,1103;ERGANE:4943
jicincala,V,AP-s,"shower, take a shower",cincala,MODIFIED,,2895;ERGANE:8549
zencala,V,AP-s,"cooperate, collaborate, do together",cala,MODIFIED,,1362
zencalono,A,P-s,"joint, collective, combined, done together",zencala,CHANGED,,3008;ERGANE:20535
zencalona,V,P-s,"be joint, collective, combined, done together",zencalono,CHANGED,,3973
zonkocala,V,AP-s,explore,cala,MODIFIED,,1779
tinkocala,V,AP-s,"search, look for, seek",cala,MODIFIED,,1762
fucala,V,AP-s,"eat, ingest",cala,MODIFIED,,739
fucalasa,V,A/P-s,"feed, cause to eat",fucala,SUFFIXED,,2543;ERGANE:26679
bofucala,V,AP-s,"drink, imbibe",fucala,MODIFIED,,2442;ERGANE:44881
duncala,V,AP-s,"obey, heed, mind, honor",cala,MODIFIED,,1164
juduncala,V,AP-s,"disobey, violate, transgress, break",duncala,MODIFIED,,2906
takacala,V,AP-s,"estimate, make or form an estimate",cala,MODIFIED,,1549;ERGANE:43115
cuncali,N,AP-s,"guard/guardian, warder, watch/watchman, sentry/sentinel",cala,CHANGED,,1114
dwecala,V,AP-s,"play, disport, take part in a recreational activity",cala,MODIFIED,,1173
jadwecala,V,AP-s,"gamble, bet",dwecala,MODIFIED,,2888
xedwecala,V,AP-s,compete,dwecala,MODIFIED,,2993
xedwecalenvi,N,P-s,"competition, rivalry, contest, match, engagement, encounter",xedwecala,CHANGED,,4060
jekacala,V,AP-s,"predict, forecast, prognosticate",cala,MODIFIED,,1498
cuncala,V,AP-s,"guard, do guard duty",cala,MODIFIED,,1113
zincala,V,AP-s,"paint, take part in the activity of painting",cala,MODIFIED,,1367;ERGANE:32599
ticala,V,AP-s,"go, proceed",cala,MODIFIED,,898;ERGANE:17929
ticalapa,V,A/P-d,"send (off/forth), dispatch",ticala,SUFFIXED,,2667
kiticala,V,AP-s,"tour, sight-see, rubberneck",ticala,MODIFIED,,2616;ERGANE:63812
cinticala,V,AP-s,"ski, travel on snow using skis",ticala,MODIFIED,,2810
boticala,V,AP-s,"sail, travel by boat",ticala,MODIFIED,,2447;ERGANE:46109
fenticala,V,AP-s,wander,ticala,MODIFIED,,2861
byeticala,V,AP-s,"ride, travel by vehicle",ticala,MODIFIED,,2779
byeticalasa,V,A/P-s,"drive, operate [a vehicle]",byeticala,SUFFIXED,,4043;ERGANE:41786
lwaticala,V,AP-s,"return [to a former location], go back, turn back",ticala,PREFIXED,,2966
ticalenvi,N,P-s,"trip, jaunt, going",ticala,CHANGED,,2975
jukacala,V,AP-s,"pretend, feign, make believe, masquerade, playact, pose",cala,MODIFIED,,1515;ERGANE:48459
byecala,V,AP-s,"attend, cause oneself to take part",cala,MODIFIED,,1060
byecalinza,V,AP/F-s,"attend, take in",byecala,SUFFIXED,,3042
jekocala,V,AP-s,"experiment, run an experiment",cala,MODIFIED,,1501
xecala,V,AP-s,"argue, dispute, quarrel",cala,MODIFIED,,944
jenxecala,V,AP-s,debate,xecala,MODIFIED,,2894
xecalono,A,P-s,"argumentative, quarrelsome, pugnacious",xecala,CHANGED,,2685
xecalona,V,P-s,"be argumentative, quarrelsome, pugnacious",xecalono,CHANGED,,3821
bencala,V,AP-s,calculate,cala,MODIFIED,,1030
tocalo,A,AP-s,"busy, occupied, tied up",cala,CHANGED,,911
jutocalo,A,AP-s,"idle, unoccupied",tocalo,MODIFIED,,2585
jutocala,V,AP-s,"be idle, unoccupied",jutocalo,CHANGED,,3748
tocala,V,AP-s,"be busy, occupied, tied up",tocalo,CHANGED,,2112
joycala,V,AP-s,"exercise, work out",cala,MODIFIED,,1232
kwicala,V,AP-s,"live, make one's home, maintain a household",cala,MODIFIED,,1293
kwicalaymi,N,P-s,"home, residence, abode, quarters",kwicala,CHANGED,,3094
cikwicala,V,AP-s,"design, engineer, contrive, devise",kwicala,MODIFIED,,2807
daycala,V,AP-s,"negotiate, work on a resolution",cala,MODIFIED,,1135
daycalimba,V,AP/F-d,"resolve, settle, reconcile, work out, come to an agreement about, work out a satisfactory solution",daycala,SUFFIXED,,3053
jekucala,V,AP-s,"harvest, reap",cala,MODIFIED,,1502;ERGANE:37687
twecala,V,AP-s,"reach (out) (for), extend a limb in an attempt to grasp something",cala,MODIFIED,,1334
kokwacala,V,AP-s,"study, attempt to learn something",cala,MODIFIED,,1740
faycala,V,AP-s,hunt,cala,MODIFIED,,1184;ERGANE:47609
foyfaycala,V,AP-s,roar,faycala,MODIFIED,,3071
ficala,V,AP-s,"write, scribe",cala,MODIFIED,,715;ERGANE:40717
binficala,V,AP-s,"print, write in block letters",ficala,MODIFIED,,2754;ERGANE:34892
boficala,V,AP-s,"handwrite, write in longhand or cursive",ficala,MODIFIED,,2440
zoficala,V,AP-s,bark,ficala,MODIFIED,,2720
kobaycala,V,AP-s,"teach, train, educate",cala,MODIFIED,,1737;ERGANE:23941
duncalo,A,AP-s,"obedient, compliant",cala,CHANGED,,1165;ERGANE:30640
tomunka,V,A/P/F-d,"remove (F from P), extract, excise, eliminate, delete, expurgate, subtract, withdraw, deduct, reduce (P by F), decrease, take (F out of P)",toma,SUFFIXED,,372
busa,V,A/P-d,"do something to, affect, have an effect on",toma,DERIVATE,"actions, other acts",29
fobusa,V,A/P-d,"decrease, reduce, ease, lessen, lower",busa,MODIFIED,,726
tababusa,V,A/P-d,"mate, have sex with",busa,MODIFIED,,1547
tababusinki,N,P-s,"sex, intercourse, copulation, coitus, lovemaking",tababusa,CHANGED,,3166
zunbusa,V,A/P-d,"trick, fool, deceive",busa,MODIFIED,,1387
cuzunbusa,V,A/P-d,"demote, degrade, reduce, lower (in rank)",zunbusa,MODIFIED,,2816
dazunbusa,V,A/P-d,"promote, advance, elevate, upgrade, raise in rank",zunbusa,MODIFIED,,2827
busimba,V,AP/F-d,"achieve, accomplish",busa,SUFFIXED,,1057
tenbusa,V,A/P-d,"stab, stick, transfix",busa,MODIFIED,,1305
xonkoybusa,V,A/P-d,"murder, take the life of, commit homicide",busa,MODIFIED,,1823
kenbusa,V,A/P-d,"touch, feel",busa,MODIFIED,,1263;ERGANE:45415
bubusa,V,A/P-d,"serve, do duty to, be of service to",busa,MODIFIED,,592
bubusinki,N,P-s,"service, being of service, duty rendering",bubusa,CHANGED,,2767;ERGANE:20460
dukoybusa,V,A/P-d,"execute, put to death",busa,MODIFIED,,1679
baybusa,V,A/P-d,"push, shove, thrust, impel, propel",busa,MODIFIED,,1023
zobaybusa,V,A/P-d,crash into,baybusa,MODIFIED,,3015
zobaybusawna,V,A+P-d,"collide, crash into one another",zobaybusa,SUFFIXED,,4065;ERGANE:2808
taxonbusa,V,A/P-d,"charge (with a crime), press or bring charges against",busa,MODIFIED,,1755
zenbusa,V,A/P-d,"help, aid, assist, succor, abet, support, give or lend a hand, give relief to",busa,MODIFIED,,1360
juzenbusa,V,A/P-d,boycott,zenbusa,MODIFIED,,2913
xuzenbusa,V,A/P-d,"intervene, constructively interfere with",zenbusa,MODIFIED,,3005
zenbuso,A,A/P-d,"helpful, helping",busa,CHANGED,,1361;ERGANE:16170
debusa,V,A/P-d,rub,busa,MODIFIED,,669;ERGANE:14209
xodebusa,V,A/P-d,massage,debusa,MODIFIED,,2696;ERGANE:26983
tobusa,V,A/P-d,"deal with, see to, handle, take care of, do something about",busa,MODIFIED,,910
tobusinki,N,P-s,"handling, treatment, means or method of dealing with",tobusa,CHANGED,,2980
kwecunbusa,V,A/P-d,"rescue, save",busa,MODIFIED,,1814
jajanbusa,V,A/P-d,"sue, litigate",busa,MODIFIED,,1700
kibusa,V,A/P-d,"aim, point or target a weapon",busa,MODIFIED,,839
kibusinza,V,AP/F-s,"target, aim at, point a weapon at",kibusa,SUFFIXED,,2937
kibusinzangi,N,P-s,"target, entity aimed at",kibusinza,CHANGED,,4059;ERGANE:6710
jufenbusa,V,A/P-d,"repress, suppress, subdue, put down, quash, quell",busa,MODIFIED,,1721
busisa,V,AP-s,"act, take action, take steps",busa,SUFFIXED,,608
lyubusisa,V,AP-s,reciprocate,busisa,PREFIXED,,2967
lyubusise,D,AP-s,"back, in return",lyubusisa,PREFIXED,,3953
busisenvi,N,P-s,"action (taken), steps (taken)",busisa,CHANGED,,2775
xonjanbusa,V,A/P-d,"persecute, torment, victimize, harass, harry, oppress",busa,MODIFIED,,1821
bobusa,V,A/P-d,"rinse, flush, irrigate",busa,MODIFIED,,579;ERGANE:14697
tebobusa,V,A/P-d,spit on,bobusa,MODIFIED,,2657
xonkunbusa,V,A/P-d,blackmail,busa,MODIFIED,,1824
binbusa,V,A/P-d,"invent, innovate",busa,MODIFIED,,1033
binbusemi,N,P-s,"invention, innovation",binbusa,CHANGED,,2752
dojanbusa,V,A/P-d,"judge, adjudicate, pass judgement on",busa,MODIFIED,,1676
kebusa,V,A/P-d,"increase, magnify, amplify, expand, raise",busa,MODIFIED,,820
boybusa,V,A/P-d,"grow, raise [crops]",busa,MODIFIED,,1042;ERGANE:22477
joyboybusa,V,A/P-d,"cultivate, tend crops",boybusa,MODIFIED,,3078
xebusa,V,A/P-d,"relieve, spell [take one's turn]",busa,MODIFIED,,943
dubusa,V,A/P-d,"govern, rule, lead",busa,MODIFIED,,692
xondubusa,V,A/P-d,"oppress, govern with cruelty and injustice",dubusa,MODIFIED,,3001
judubusa,V,A/P-d,"oust, depose, kick out, remove from office",dubusa,MODIFIED,,2577
zojudubusa,V,A/P-d,overthrow,judubusa,MODIFIED,,4039
tadubusa,V,A/P-d,"nominate, propose",dubusa,MODIFIED,,2649
zodubusa,V,A/P-d,"conquer, subjugate",dubusa,MODIFIED,,2719
jubusa,V,A/P-d,"demolish, raze, destroy",busa,MODIFIED,,799
kunjubusa,V,A/P-d,"subvert, undermine",jubusa,MODIFIED,,2945
jubusono,A,P-s,destructive,jubusa,CHANGED,,2572
jubusona,V,P-s,be destructive,jubusono,CHANGED,,3742
cebusa,V,A/P-d,"hit, strike, smash, bash, whack, rap, smite, impact, etc",busa,MODIFIED,,619
zicebusa,V,A/P-d,"punch, hit with the fist",cebusa,MODIFIED,,2714
jucebusa,V,A/P-d,"miss, fail to hit",cebusa,MODIFIED,,2574
kawcebusa,V,A/P-d,"beat (up), strike repeatedly",cebusa,MODIFIED,,2914
cucebusa,V,A/P-d,kick,cebusa,MODIFIED,,2473
kencebusa,V,A/P-d,"knock, tap",cebusa,MODIFIED,,2927
decebusa,V,A/P-d,slap,cebusa,MODIFIED,,2489
joybusa,V,A/P-d,"treat, minister to, give care to, nurse",busa,MODIFIED,,1231
joybusenvi,N,P-s,"care, treatment, ministration",joybusa,CHANGED,,3079
jejoybusa,V,A/P-d,"deploy, mobilize, marshal",joybusa,MODIFIED,,2892
jujoybusa,V,A/P-d,"wreck, ruin",joybusa,MODIFIED,,2907
cibusa,V,A/P-d,"create, found, originate, establish, launch",busa,MODIFIED,,628
tajanbusa,V,A/P-d,prosecute,busa,MODIFIED,,1753
dwebusa,V,A/P-d,tickle,busa,MODIFIED,,1172
xobusa,V,A/P-d,"lead, direct",busa,MODIFIED,,956
juxobusa,V,A/P-d,"yield to, capitulate, give up/in, submit, back down, surrender",xobusa,MODIFIED,,2586
fabusa,V,A/P-d,"throw, pitch, toss, fling, sling, cast, hurl, chuck, lob, propel, let fly",busa,MODIFIED,,699
jufabusa,V,A/P-d,"catch, grab a moving (typically airborne) object",fabusa,MODIFIED,,2578
fefabusa,V,A/P-d,"launch, cause to blast off",fabusa,MODIFIED,,2513;ERGANE:23416
cakabusa,V,A/P-d,"process, treat, convert, transform",busa,MODIFIED,,1435
cabusa,V,A/P-d,"reform, rehabilitate, mend the ways of",busa,MODIFIED,,611
jobusa,V,A/P-d,"turn, steer, orient, direct",busa,MODIFIED,,784;ERGANE:45318
bojobusa,V,A/P-d,"stir, roil, swish",jobusa,MODIFIED,,2444
cubusa,V,A/P-d,"drop, let fall",busa,MODIFIED,,639;ERGANE:25800
kwacubusa,V,A/P-d,drag,cubusa,MODIFIED,,2956
bocubusa,V,A/P-d,spill,cubusa,MODIFIED,,2437;ERGANE:10472
finbusa,V,A/P-d,"ban, outlaw, proscribe",busa,MODIFIED,,1190
cekoybusa,V,A/P-d,electrocute,busa,MODIFIED,,1641
businza,V,AP/F-s,"do, carry out, perform, commit",busa,SUFFIXED,,1058
businzemi,N,P-s,"deed, act, action, activity, measure",businza,CHANGED,,2771;ERGANE:2178
businzemono,A,P-s,"doable, practical",businzemi,CHANGED,,4042
businzemona,V,P-s,"be doable, practical",businzemono,CHANGED,,4720
businzono,A,P-s,"able, capable, competent, fit, having the ability to do something",businza,CHANGED,,2773;ERGANE:22935
businzona,V,P-s,"be able, capable, competent, fit, having the ability to do something",businzono,CHANGED,,3852
businzosa,V,AP-s [+F],be doing something,businza,SUFFIXED,,2774
businzoni,N,P-s,"ability, capability, competence",businza,CHANGED,,2772
businzenvi,N,P-s,"activity, goings-on, doings",businza,CHANGED,,3041
tebusa,V,A/P-d,bite,busa,MODIFIED,,885
busasa,V,A/P-s,"control, manage, run",busa,SUFFIXED,,606
busasemo,A,P-s [-A],"under control, in hand",busasa,CHANGED,,2451
busasema,V,P-s [-A],"be under control, in hand",busasemo,CHANGED,,3691
zonbusa,V,A/P-d,"interfere with, hinder, impede, inhibit",busa,MODIFIED,,1373
judaybusa,V,A/P-d,"influence, sway, affect",busa,MODIFIED,,1718
judaybuso,A,A/P-d,influential,judaybusa,CHANGED,,2905
twabusa,V,A/P-d,wipe,busa,MODIFIED,,1325
dabusa,V,A/P-d,"lift, pick up, raise",busa,MODIFIED,,653
cinbusa,V,A/P-d,"wash, launder",busa,MODIFIED,,1102
danjanbusa,V,A/P-d,"show mercy to/on, be lenient or merciful towards",busa,MODIFIED,,1794
danjanbusoni,N,P-s,"leniency, clemency, mercy, mercifulness",danjanbusa,CHANGED,,3171
danjanbuso,A,A/P-d,"lenient, merciful, clement",danjanbusa,CHANGED,,3052
fajanbusa,V,A/P-d,"deport, exile, expatriate, banish",busa,MODIFIED,,1685
fawbusa,V,A/P-d,cancel,busa,MODIFIED,,1177;ERGANE:23089
dakoybusa,V,A/P-d,"hang, execute by hanging",busa,MODIFIED,,1656
byubusa,V,A/P-d,"visit, call on",busa,MODIFIED,,1074
busiga,V,A/P/F-d,"use on, apply to",busa,SUFFIXED,,607
kaybuso,A,A/P-d,"victorious, triumphant, winning, prevailing",busa,CHANGED,,1257
bunbusa,V,A/P-d,"harm, injure, hurt",busa,MODIFIED,,1050
bibunbusa,V,A/P-d,"torture, torment",bunbusa,MODIFIED,,2745
zoybusa,V,A/P-d,"entertain, amuse, divert",busa,MODIFIED,,1381;ERGANE:8505
cazoybusa,V,A/P-d,"court, woo, pay court to, press one's suit",zoybusa,MODIFIED,,2800
tezoybusa,V,A/P-d,kiss,zoybusa,MODIFIED,,2974;ERGANE:19705
xonzoybusa,V,A/P-d,betray,zoybusa,MODIFIED,,3142
xonzoybusi,N,A/P-d,"traitor, one who commits betrayal",zoybusa,CHANGED,,3143;ERGANE:37078
xonzoybusenvi,N,P-s,"betrayal, treason",xonzoybusi,SUFFIXED,,4069
twezoybusa,V,A/P-d,"hug, embrace",zoybusa,MODIFIED,,3134;ERGANE:47984
fawjanbusa,V,A/P-d,"punish, penalize, discipline",busa,MODIFIED,,1798
kwabusa,V,A/P-d,"pull, tug, draw, tow, haul",busa,MODIFIED,,1283
bokwabusa,V,A/P-d,"suck, draw in, siphon",kwabusa,MODIFIED,,2764;ERGANE:42919
zenkwabusa,V,A/P-d,"collect, gather",kwabusa,MODIFIED,,3144;ERGANE:20105
jaybusa,V,A/P-d,"grind, mill",busa,MODIFIED,,1215;ERGANE:28684
kaybusa,V,A/P-d,"defeat, overcome, beat, triumph over, win over, prevail over",busa,MODIFIED,,1256
kaybusoma,V,A-d [-P],"win, triumph in/at, prevail, achieve victory in",kaybusa,SUFFIXED,,2917
kaybusenvi,N,P-s,"victory, triumph, win",kaybusa,CHANGED,,3082;ERGANE:46216
kaybusupa,V,P-d,"lose, be defeated",kaybusa,SUFFIXED,,2918
zibusa,V,A/P-d,"grab, grasp, seize",busa,MODIFIED,,991;ERGANE:18964
zibusasa,V,A/P-s,"hold (on to), grip, grasp, clutch, cling to",zibusa,SUFFIXED,,2713
cuzibusa,V,A/P-d,"put down, deposit, set down",zibusa,MODIFIED,,2479
kenzibusa,V,A/P-d,pinch,zibusa,MODIFIED,,2931
busenvi,N,P-s,"action, deed, act, feat, measure",busa,CHANGED,,1056
fozobusenvi,N,P-s,"raid, foray",busenvi,MODIFIED,,3152
fyubusa,V,A/P-d,"cut, slice, incise, gash",busa,MODIFIED,,1203
defyubusa,V,A/P-d,"scrape, graze",fyubusa,MODIFIED,,2829
twebusa,V,A/P-d,manipulate,busa,MODIFIED,,1333
zebusa,V,A/P-d,"guide, conduct, escort, usher, lead",busa,MODIFIED,,978
kwibusa,V,A/P-d,"build, construct, fabricate, erect, make, put up",busa,MODIFIED,,1292
zobusa,V,A/P-d,attack,busa,MODIFIED,,1001
zobusinki,N,P-s,"aggression, offensive, attack",zobusa,CHANGED,,3017
tazobusa,V,A/P-d,"fire, shoot [a firearm]",zobusa,MODIFIED,,2654
zobusenvi,N,P-s,"attack, assault, onslaught",zobusa,CHANGED,,3016
tizobusa,V,A/P-d,"charge, rush at",zobusa,MODIFIED,,2676;ERGANE:2217
bizobusa,V,A/P-d,"invade, overrun, beset, infest",zobusa,MODIFIED,,2433
fozobusa,V,A/P-d,"raid, make a foray against",zobusa,MODIFIED,,2542
kunzobusa,V,A/P-d,"ambush, bushwack",zobusa,MODIFIED,,2950;ERGANE:10560
fazobusa,V,A/P-d,"shoot, hit [a target]",zobusa,MODIFIED,,2508
kawbusa,V,A/P-d,"shake, rattle, agitate, perturb",busa,MODIFIED,,1246
xonkawbusa,V,A/P-d,"take revenge on, get even with",kawbusa,MODIFIED,,3140
xonkawbusinki,N,P-s,"revenge, vengeance",xonkawbusa,CHANGED,,4068
xonkawbusema,V,P-d [-A],retaliate,xonkawbusa,SUFFIXED,,4063
zikawbusa,V,A/P-d,shake hands with,kawbusa,MODIFIED,,3011
